"sergile"->"başyapıt":1,"vasat":46 bin,result:-4.326929537043505
"hazzet"->"başyapıt":1,"vasat":1,result:0
"pür"->"başyapıt":209,"vasat":743,result:-0.21501423301145217
"ispatla"->"başyapıt":1,"vasat":1,result:0
"sübyan"->"başyapıt":1,"vasat":60,result:-1.4423229557455746
"manita"->"başyapıt":1,"vasat":69,result:-1.5030207960991862
"beraber"->"başyapıt":2 bin,"vasat":13 bin,result:-0.47708506200478645
"denetle"->"başyapıt":1,"vasat":8,result:-0.5672616923538745
"müslüman"->"başyapıt":317,"vasat":15 bin,result:-1.3392037021998606
"zamansız"->"başyapıt":237,"vasat":706,result:-0.13822806040363075
"öküz"->"başyapıt":18 milyon,"vasat":211,result:5.266818344443682
"İsa"->"başyapıt":2 bin,"vasat":734,result:0.7711622303859798
"analiz"->"başyapıt":320,"vasat":bin,result:-0.15902172704202489
"biftek"->"başyapıt":35,"vasat":15 bin,result:-2.2961949200673364
"dak"->"başyapıt":13,"vasat":888,result:-1.4986413188336951
"kendince"->"başyapıt":62,"vasat":872,result:-0.8122965007962442
"esame"->"başyapıt":1,"vasat":1,result:0
"dal"->"başyapıt":140,"vasat":355,result:-0.06827202273878694
"dam"->"başyapıt":147,"vasat":bin,result:-0.4968543706137548
"yarık"->"başyapıt":1,"vasat":189,result:-1.940633509535175
"yarım"->"başyapıt":2 bin,"vasat":5 bin,result:-0.062111714033968465
"yarın"->"başyapıt":263,"vasat":3 bin,result:-0.7213372115918354
"tarihsel"->"başyapıt":bin,"vasat":787,result:0.4398535622790046
"dar"->"başyapıt":20 bin,"vasat":8 bin,result:0.7337683033101068
"sırıt"->"başyapıt":1,"vasat":1,result:0
"statü"->"başyapıt":42 bin,"vasat":369,result:2.3920512188769094
"domino"->"başyapıt":12,"vasat":bin,result:-1.584990459314306
"dav"->"başyapıt":1,"vasat":13,result:-0.7781150576687677
"magazin"->"başyapıt":232,"vasat":575,result:-0.058351565160661666
"format"->"başyapıt":70,"vasat":609,result:-0.6036909579805494
"gözlemle"->"başyapıt":1,"vasat":56,result:-1.4123597323681314
"cazip"->"başyapıt":3 bin,"vasat":bin,result:0.8129495493577316
"üslup"->"başyapıt":bin,"vasat":3 bin,result:-0.14129296008159334
"köklü"->"başyapıt":296,"vasat":716,result:-0.04779301661084784
"dolaş"->"başyapıt":1,"vasat":643,result:-2.472382678286153
"mayıs"->"başyapıt":5 bin,"vasat":3 bin,result:0.5576770442544255
"süzül"->"başyapıt":1,"vasat":1,result:0
"vazife"->"başyapıt":9,"vasat":279,result:-1.1555333991962036
"zavallı"->"başyapıt":331,"vasat":666,result:0.03218205924348683
"kendinde"->"başyapıt":21 bin,"vasat":bin,result:1.6580475893719884
"ayır"->"başyapıt":9,"vasat":bin,result:-1.709929195922606
"adamcağız"->"başyapıt":4,"vasat":40,result:-0.6641717053619308
"ayıp"->"başyapıt":2 bin,"vasat":bin,result:0.6368582903020503
"fedakâr"->"başyapıt":100,"vasat":452,result:-0.31931014017331294
"ayıl"->"başyapıt":1,"vasat":75,result:-1.5392329687536308
"eroin"->"başyapıt":82,"vasat":3 bin,result:-1.2274791076978766
"asgari"->"başyapıt":440,"vasat":2 bin,result:-0.3217490245397246
"yarasa"->"başyapıt":bin,"vasat":66,result:1.5162843590962005
"karikatür"->"başyapıt":574,"vasat":308,result:0.6061894705355984
"aşağı"->"başyapıt":942,"vasat":6 bin,result:-0.46827205295269714
"doğaçla"->"başyapıt":1,"vasat":1,result:0
"editör"->"başyapıt":5 bin,"vasat":8 bin,result:0.13170831198214436
"teşhir"->"başyapıt":33,"vasat":345,result:-0.6834768605573175
"halat"->"başyapıt":866 bin,"vasat":245,result:3.8841801022908835
"ulaşım"->"başyapıt":80,"vasat":bin,result:-0.7610817183699873
"teşhis"->"başyapıt":11,"vasat":2 bin,result:-1.923809015867687
"hastane"->"başyapıt":7 bin,"vasat":bin,result:1.180926334652326
"halay"->"başyapıt":31,"vasat":2 bin,result:-1.4738400071916393
"şişe"->"başyapıt":303,"vasat":477,result:0.13875254410026025
"garabet"->"başyapıt":9,"vasat":691,result:-1.5494072432968045
"tema"->"başyapıt":883,"vasat":bin,result:0.28178899821563774
"şiddet"->"başyapıt":bin,"vasat":bin,result:0.3358282946380691
"gelişmiş"->"başyapıt":925,"vasat":3 bin,result:-0.1751512273425607
"paraşüt"->"başyapıt":2 milyon,"vasat":35,result:5.092790245951774
"yağmala"->"başyapıt":1,"vasat":1,result:0
"görüntü"->"başyapıt":3 bin,"vasat":24 bin,result:-0.5672616923538745
"def"->"başyapıt":28,"vasat":2 bin,result:-1.5180436696836928
"del"->"başyapıt":645,"vasat":2 bin,result:-0.15564198639064428
"monitör"->"başyapıt":92,"vasat":516,result:-0.41303357964358695
"der"->"başyapıt":bin,"vasat":6 bin,result:-0.44232295574557456
"dem"->"başyapıt":bin,"vasat":bin,result:0.3358282946380691
"uyum"->"başyapıt":485,"vasat":2 bin,result:-0.2794599624236484
"dek"->"başyapıt":2 bin,"vasat":2 bin,result:0.3358282946380691
"kabiliyetsiz"->"başyapıt":9,"vasat":bin,result:-1.709929195922606
"dev"->"başyapıt":6 bin,"vasat":bin,result:1.1139795450217127
"tepe"->"başyapıt":2 bin,"vasat":866,result:0.6993403982847036
"örgün"->"başyapıt":1,"vasat":75,result:-1.5392329687536308
"stres"->"başyapıt":413,"vasat":323,result:0.4425758239633673
"denge"->"başyapıt":284,"vasat":3 bin,result:-0.6879746200345557
"örgüt"->"başyapıt":34,"vasat":2 bin,result:-1.4337227839836568
"banko"->"başyapıt":374,"vasat":908,result:-0.04938595168253585
"mantıken"->"başyapıt":1,"vasat":197,result:-1.9586379315235238
"besteci"->"başyapıt":3 bin,"vasat":bin,result:0.8129495493577316
"Amerikanvari"->"başyapıt":1,"vasat":23,result:-1.0258995413795238
"tepsi"->"başyapıt":512 bin,"vasat":301,result:3.5665317600200566
"fatura"->"başyapıt":bin,"vasat":288,result:0.8764358068788383
"mırıltı"->"başyapıt":1,"vasat":1,result:0
"deney"->"başyapıt":158,"vasat":424,result:-0.09288047500024088
"tıkır"->"başyapıt":12,"vasat":259,result:-0.9982902233955578
"banka"->"başyapıt":249,"vasat":3 bin,result:-0.745093612985857
"kucak"->"başyapıt":83,"vasat":296,result:-0.21638532404479555
"geliş"->"başyapıt":10 bin,"vasat":823,result:1.4204284594257992
"dağ"->"başyapıt":853,"vasat":791,result:0.3686008423079156
"deniz"->"başyapıt":2 bin,"vasat":15 bin,result:-0.5392329687536309
"ters"->"başyapıt":444,"vasat":3 bin,result:-0.4939099899669735
"tere"->"başyapıt":50,"vasat":3 bin,result:-1.4423229557455746
"kabala"->"başyapıt":1,"vasat":6,result:-0.44232295574557456
"metafor"->"başyapıt":102,"vasat":386,result:-0.2421588382717683
"Boğa"->"başyapıt":593,"vasat":bin,result:0.10888298800233175
"buhran"->"başyapıt":73,"vasat":80 bin,result:-2.7039388322334186
"kaydol"->"başyapıt":866,"vasat":98 bin,result:-1.717879889037079
"hareketlen"->"başyapıt":1,"vasat":8,result:-0.5672616923538745
"terk"->"başyapıt":bin,"vasat":3 bin,result:-0.14129296008159334
"bilgisayar"->"başyapıt":769,"vasat":5 bin,result:-0.47721536989651864
"etiket"->"başyapıt":2 bin,"vasat":3 bin,result:0.15973703558238786
"kazma"->"başyapıt":9,"vasat":571,result:-1.466565304168454
"Arap"->"başyapıt":240,"vasat":2 bin,result:-0.584990459314306
"uyur"->"başyapıt":8,"vasat":28,result:-0.20823974971220655
"uyuz"->"başyapıt":33,"vasat":484,result:-0.8305031271284559
"popülist"->"başyapıt":78,"vasat":287,result:-0.22995899940544284
"konser"->"başyapıt":7 bin,"vasat":3 bin,result:0.7038050799326636
"tolerans"->"başyapıt":4,"vasat":249,result:-1.458311061129705
"kahraman"->"başyapıt":5 bin,"vasat":5 bin,result:0.3358282946380691
"aksiseda"->"başyapıt":1,"vasat":1,result:0
"dil"->"başyapıt":2 bin,"vasat":5 bin,result:-0.062111714033968465
"dik"->"başyapıt":431,"vasat":723,result:0.1111672675042699
"din"->"başyapıt":bin,"vasat":4 bin,result:-0.26623169668989327
"ortak"->"başyapıt":2 bin,"vasat":5 bin,result:-0.062111714033968465
"baba"->"başyapıt":3 bin,"vasat":3 bin,result:0.3358282946380691
"dip"->"başyapıt":115,"vasat":420,result:-0.22672315540621962
"ortam"->"başyapıt":812,"vasat":12 bin,result:-0.8337969221683804
"diz"->"başyapıt":597 bin,"vasat":816,result:3.200112467013577
"düşüş"->"başyapıt":5 bin,"vasat":2 bin,result:0.7337683033101068
"çenet"->"başyapıt":1,"vasat":24,result:-1.0443829470735368
"disiplin"->"başyapıt":389,"vasat":3 bin,result:-0.5513433587558855
"karşı"->"başyapıt":8 bin,"vasat":21 bin,result:-0.0833010131039066
"sertifika"->"başyapıt":2,"vasat":377,result:-1.9394830599037425
"klima"->"başyapıt":204,"vasat":2 bin,result:-0.6555715336000133
"test"->"başyapıt":104 bin,"vasat":3 bin,result:1.875740379217187
"gücen"->"başyapıt":1,"vasat":1,result:0
"ula"->"başyapıt":49,"vasat":431,result:-0.6084528954941488
"vertigo"->"başyapıt":843,"vasat":bin,result:0.2616558692628115
"hissiyat"->"başyapıt":67 bin,"vasat":208,result:2.8438397623761342
"petrol"->"başyapıt":50 bin,"vasat":840,result:2.1105190129122064
"ucube"->"başyapıt":123,"vasat":5 bin,result:-1.2732365982585518
"final"->"başyapıt":2 bin,"vasat":7 bin,result:-0.20823974971220655
"ortay"->"başyapıt":10,"vasat":86,result:-0.5986701566054986
"denek"->"başyapıt":8,"vasat":158,result:-0.9597388053244099
"değ"->"başyapıt":313 bin,"vasat":894,result:2.8800351133885997
"gelme"->"başyapıt":281,"vasat":bin,result:-0.2154653854568509
"vasıf"->"başyapıt":26,"vasat":569,result:-1.004310623786184
"dejenere"->"başyapıt":7,"vasat":144,result:-0.9774361574429237
"makineli"->"başyapıt":79,"vasat":307,result:-0.2536829895486759
"şişman"->"başyapıt":91,"vasat":4 bin,result:-1.3071903043687996
"yönetim"->"başyapıt":2 bin,"vasat":11 bin,result:-0.4045343948561747
"diziş"->"başyapıt":1,"vasat":121,result:-1.746957075678381
"seyrek"->"başyapıt":161,"vasat":2 bin,result:-0.7583758249940623
"umu"->"başyapıt":81,"vasat":138,result:0.10443422711548239
"şimdilik"->"başyapıt":2 bin,"vasat":3 bin,result:0.15973703558238786
"seyret"->"başyapıt":519,"vasat":210,result:0.7287763577526077
"helezon"->"başyapıt":1,"vasat":1,result:0
"doktor"->"başyapıt":220,"vasat":bin,result:-0.3217490245397246
"katiyen"->"başyapıt":13,"vasat":316,result:-1.0499154356734979
"tahrik"->"başyapıt":543,"vasat":673,result:0.24261306000293922
"tahrif"->"başyapıt":8,"vasat":204,result:-1.0707118857958862
"yinele"->"başyapıt":10 bin,"vasat":34,result:2.804349377595814
"tahrip"->"başyapıt":238,"vasat":bin,result:-0.287594748305419
"tereddüt"->"başyapıt":701,"vasat":593,result:0.4084916192404652
"çarpı"->"başyapıt":1,"vasat":2 bin,result:-2.965201701025912
"yapımcı"->"başyapıt":544,"vasat":483,result:0.3874800635847369
"hüzün"->"başyapıt":893,"vasat":431,result:0.6522024833658839
"deş"->"başyapıt":747,"vasat":627,result:0.4118813556227516
"tekbir"->"başyapıt":1,"vasat":135,result:-1.794505473856937
"kastet"->"başyapıt":1,"vasat":28,result:-1.1113297367041501
"podyum"->"başyapıt":3,"vasat":265,result:-1.6102963245790762
"gibisi"->"başyapıt":43,"vasat":bin,result:-1.0307032497823445
"insanüstü"->"başyapıt":143,"vasat":46,result:0.8284065004215568
"uyuş"->"başyapıt":1,"vasat":76,result:-1.5449852976427223
"endişelen"->"başyapıt":1,"vasat":1,result:0
"isabet"->"başyapıt":68,"vasat":593,result:-0.6047174860199571
"manas"->"başyapıt":9,"vasat":bin,result:-1.709929195922606
"Çingene"->"başyapıt":291,"vasat":4 bin,result:-0.8023387077039861
"şelale"->"başyapıt":75,"vasat":2 bin,result:-1.090140437634212
"ayrıcalık"->"başyapıt":69 bin,"vasat":466,result:2.5062914686853244
"komple"->"başyapıt":216,"vasat":bin,result:-0.329717954211
"kutla"->"başyapıt":1,"vasat":319,result:-2.167962388419112
"tırtıl"->"başyapıt":24,"vasat":9,result:0.7617970269103502
"gelin"->"başyapıt":659,"vasat":4 bin,result:-0.4473462820958834
"badi"->"başyapıt":283,"vasat":169,result:0.5597280255486858
"eleştir"->"başyapıt":1,"vasat":225,result:-2.0163542234732934
"gelir"->"başyapıt":bin,"vasat":11 bin,result:-0.705564390520156
"komplo"->"başyapıt":524,"vasat":307,result:0.5680212061446094
"kabahat"->"başyapıt":1,"vasat":4 bin,result:-3.266231696689893
"değişim"->"başyapıt":466,"vasat":bin,result:0.004214211328069287
"sadık"->"başyapıt":771,"vasat":2 bin,result:-0.07814732297495507
"rozet"->"başyapıt":29,"vasat":25,result:0.40028628386498755
"lobi"->"başyapıt":263,"vasat":616,result:-0.033796669036598406
"kraliçe"->"başyapıt":6 bin,"vasat":bin,result:1.1139795450217127
"kamara"->"başyapıt":1,"vasat":2 bin,result:-2.965201701025912
"çekecek"->"başyapıt":194,"vasat":344,result:0.08707158199676508
"don"->"başyapıt":597,"vasat":837,result:0.1890771677741782
"dol"->"başyapıt":25 bin,"vasat":29 bin,result:0.2713703054111506
"değişik"->"başyapıt":2 bin,"vasat":4 bin,result:0.03479829897408794
"dok"->"başyapıt":6,"vasat":2 bin,result:-2.1870504506422686
"yaklaş"->"başyapıt":72,"vasat":106,result:0.16785492580456735
"dor"->"başyapıt":99,"vasat":506,result:-0.37268702760418004
"bando"->"başyapıt":128,"vasat":20,result:1.1420082686219564
"partizan"->"başyapıt":10,"vasat":581,result:-1.4283478377522616
"profesyonel"->"başyapıt":975,"vasat":6 bin,result:-0.45331834004703764
"doz"->"başyapıt":78,"vasat":135,result:0.09758912883354337
"doy"->"başyapıt":26,"vasat":14,result:0.6046736069306491
"başkaldırı"->"başyapıt":21 bin,"vasat":631,result:1.858018230127854
"nasılsa"->"başyapıt":45,"vasat":674,result:-0.839619088121907
"stand"->"başyapıt":428,"vasat":414,result:0.35027172253034217
"ayakkabıcı"->"başyapıt":4,"vasat":2 bin,result:-2.36314170969795
"klas"->"başyapıt":82,"vasat":bin,result:-0.7503578529782142
"belirsiz"->"başyapıt":4 bin,"vasat":929,result:0.9698725719723897
"merasim"->"başyapıt":1,"vasat":2,result:0.03479829897408794
"midye"->"başyapıt":28,"vasat":65 bin,result:-3.0299270306625674
"kiracı"->"başyapıt":26,"vasat":109,result:-0.2866248553317365
"rıhtım"->"başyapıt":46,"vasat":2 bin,result:-1.3024438693443379
"mamafih"->"başyapıt":18,"vasat":bin,result:-1.4088992002586247
"ışıltı"->"başyapıt":57,"vasat":55,result:0.3513404608163167
"popülerite"->"başyapıt":1,"vasat":3,result:-0.14129296008159334
"incele"->"başyapıt":2 milyon,"vasat":3 bin,result:3.159737035582388
"İsrailli"->"başyapıt":83,"vasat":241,result:-0.12711065556072537
"kalori"->"başyapıt":33,"vasat":2 bin,result:-1.4466877611480247
"siluet"->"başyapıt":3 bin,"vasat":15,result:2.63685829030205
"zarar"->"başyapıt":640,"vasat":3 bin,result:-0.33511298609770607
"edilgen"->"başyapıt":2,"vasat":24,result:-0.7433529514095557
"medyatik"->"başyapıt":8,"vasat":488,result:-1.4495015403726978
"bomboş"->"başyapıt":328,"vasat":856,result:-0.08077162632740505
"diş"->"başyapıt":1000,"vasat":11 bin,result:-0.705564390520156
"bakanlık"->"başyapıt":104,"vasat":170,result:0.12241271255857557
"düşün"->"başyapıt":4 bin,"vasat":203,result:1.6303922480528186
"sağlam"->"başyapıt":3 bin,"vasat":8 bin,result:-0.090140437634212
"karaborsa"->"başyapıt":1,"vasat":4 bin,result:-3.266231696689893
"yuma"->"başyapıt":30,"vasat":55,result:0.07258685986348767
"kaçamak"->"başyapıt":122,"vasat":bin,result:-0.5778118746871826
"maaş"->"başyapıt":15,"vasat":4 bin,result:-2.090140437634212
"düşür"->"başyapıt":1,"vasat":43,result:-1.2976401609415174
"konsept"->"başyapıt":3 bin,"vasat":bin,result:0.8129495493577316
"düşük"->"başyapıt":890,"vasat":22 bin,result:-1.0572043795392243
"travesti"->"başyapıt":765,"vasat":2 bin,result:-0.08154026587229446
"matematikçi"->"başyapıt":69,"vasat":bin,result:-0.8253226146246755
"misyon"->"başyapıt":429,"vasat":577,result:0.20710977366706199
"zemin"->"başyapıt":319,"vasat":3 bin,result:-0.6375022770244122
"logo"->"başyapıt":179,"vasat":735,result:-0.2776060134662326
"haftalık"->"başyapıt":707,"vasat":207,result:0.8692773629780508
"baht"->"başyapıt":8 bin,"vasat":3 milyon,result:-2.2382029730896496
"doymaz"->"başyapıt":1,"vasat":255,result:-2.070711885795886
"katık"->"başyapıt":1,"vasat":15,result:-0.8402629644176122
"antipati"->"başyapıt":1,"vasat":668,result:-2.4889481678374765
"katıl"->"başyapıt":102,"vasat":171,result:0.1114323560078328
"cuma"->"başyapıt":546,"vasat":4 bin,result:-0.529039053985156
"uzay"->"başyapıt":875,"vasat":4 bin,result:-0.32422364366758
"hüner"->"başyapıt":bin,"vasat":213,result:1.0074486911993314
"saksofon"->"başyapıt":bin,"vasat":70,result:1.4907302546238124
"zahmet"->"başyapıt":bin,"vasat":bin,result:0.3358282946380691
"gelen"->"başyapıt":10 bin,"vasat":25 bin,result:-0.062111714033968465
"hürriyet"->"başyapıt":683,"vasat":6 bin,result:-0.6079022520640419
"üslen"->"başyapıt":1,"vasat":1,result:0
"sirke"->"başyapıt":17,"vasat":7 bin,result:-2.278820823997914
"aktarım"->"başyapıt":2,"vasat":2 bin,result:-2.6641717053619307
"sıkıntı"->"başyapıt":5 bin,"vasat":8 bin,result:0.13170831198214436
"çalış"->"başyapıt":160,"vasat":825,result:-0.37650567125593115
"breş"->"başyapıt":1,"vasat":25,result:-1.0621117140339684
"dizin"->"başyapıt":139,"vasat":24 bin,result:-1.9013681468194419
"uzak"->"başyapıt":2 bin,"vasat":19 bin,result:-0.6418953106507786
"dizim"->"başyapıt":27,"vasat":201,result:-0.5360039986234325
"mezun"->"başyapıt":85,"vasat":3 bin,result:-1.2118740343673007
"bale"->"başyapıt":2 bin,"vasat":646,result:0.8266257723069663
"âcizane"->"başyapıt":2,"vasat":42,result:-0.9863910000958502
"ölçü"->"başyapıt":463,"vasat":2 bin,result:-0.29962071000795887
"trük"->"başyapıt":108,"vasat":1,result:2.3692520501250187
"pazartesi"->"başyapıt":572,"vasat":bin,result:0.09322432343109331
"penguen"->"başyapıt":5 bin,"vasat":3 bin,result:0.5576770442544255
"ürat"->"başyapıt":1,"vasat":1,result:0
"kelebek"->"başyapıt":388,"vasat":2 bin,result:-0.37636997543170475
"kuşe"->"başyapıt":2 bin,"vasat":10,result:2.63685829030205
"banal"->"başyapıt":9,"vasat":bin,result:-1.709929195922606
"rüsva"->"başyapıt":1,"vasat":2 bin,result:-2.965201701025912
"süit"->"başyapıt":5 bin,"vasat":290,result:1.572400301075132
"ekici"->"başyapıt":29,"vasat":792,result:-1.1004988890524683
"öksür"->"başyapıt":1,"vasat":1,result:0
"menajer"->"başyapıt":10,"vasat":316,result:-1.1638587879803346
"dua"->"başyapıt":2 bin,"vasat":bin,result:0.6368582903020503
"zihnî"->"başyapıt":184,"vasat":5 bin,result:-1.0983238866884133
"şablon"->"başyapıt":18,"vasat":181,result:-0.6665777751278094
"pıhtı"->"başyapıt":1,"vasat":2,result:0.03479829897408794
"baki"->"başyapıt":6 bin,"vasat":464,result:1.4474615644668318
"satanist"->"başyapıt":2,"vasat":57,result:-1.1190165653704411
"sapıklık"->"başyapıt":12,"vasat":110,result:-0.6263831444725311
"doğ"->"başyapıt":52 bin,"vasat":13 bin,result:0.9378882859660316
"çoğu"->"başyapıt":5 bin,"vasat":17 bin,result:-0.19565062240418601
"dun"->"başyapıt":3 bin,"vasat":679,result:0.9810797750772299
"dul"->"başyapıt":51,"vasat":2 bin,result:-1.2576315249279757
"yıldızla"->"başyapıt":3,"vasat":775,result:-2.0763521531485787
"aborjin"->"başyapıt":1,"vasat":2,result:0.03479829897408794
"anime"->"başyapıt":4 bin,"vasat":bin,result:0.9378882859660316
"Vietnamlı"->"başyapıt":1,"vasat":1,result:0
"altıncı"->"başyapıt":bin,"vasat":575,result:0.5761604499484386
"dur"->"başyapıt":272,"vasat":2 bin,result:-0.5306327969917133
"mermer"->"başyapıt":949,"vasat":683,result:0.47867380338382925
